issue_key,issue_summary,issue_type,issue_status,issue_resolution,issue_components,issue_description,issue_priority,issue_affects_versions,issue_fix_versions,issue_labels,issue_votes,issue_watchers,issue_created_datetimetz,issue_updated_datetimetz,issue_resolution_datetimetz,issue_creator_id,issue_creator_name,issue_creator_timezone,issue_assignee_id,issue_assignee_name,issue_assignee_timezone,issue_reporter_id,issue_reporter_name,issue_reporter_timezone,project
CAMEL-790,Camel-File Read Files Regardless Of Last Modified And Size,New Feature,Done,Fixed,camel-core,"Hi,

I've noticed that the behavior of Camel for now is that it polls the file system for files. If the last modified attribute of the file is less than what is stored in memory,
camel ignores the file already.
However in our case we need to poll the file regardless of its last modified date or its file size.

Can you add a new attributge for this type of behavior?
from(""file://c:/uploads?ignoreLastModified=true&ignoreFileSizeChange=true"");

Thanks",Minor,1.4.0,1.5.0,"",0,0,2008-08-07T15:58:38.000+0000,2008-08-28T20:18:23.000+0000,2008-08-09T11:37:57.000+0000,carloc,Carlo M. Camerino,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,carloc,Carlo M. Camerino,Etc/UTC,camel
CAMEL-789,pom.xml - maven repositories - clean up,Task,Done,Fixed,"","When downloading artifacts we have a many repos. Several of them are specific for a single/few components. We should move these repo settings to these targeted components and let the uber pom.xml have only the major public maven repos.

Maybe some of the repos is out-of-date and not used anymore.",Minor,1.4.0,1.5.0,"",0,0,2008-08-07T04:15:15.000+0000,2008-10-23T04:37:12.000+0000,2008-08-07T18:24:53.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-788,file component - recursive should default be false,Improvement,Done,Fixed,camel-core,"Camel should not out-of-the-box use recursive when it polls files from a directory. It could result in side effects such as loading already files moved to a /done subfolder if camel is restarted etc.

end user should turn the feature on if he/she needs it. It is already changed for the FTP component.

Write in release notes this changes so end-users can adjust if they upgrade.",Major,1.4.0,1.5.0,"",0,0,2008-08-06T18:27:17.000+0000,2008-10-23T04:37:12.000+0000,2008-08-07T17:52:54.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-787,Quartz endpoint generates an error which is not serialisable (java.io.NotSerializableException: org.apache.camel.component.quartz.QuartzEndpoint),Bug,Done,Fixed,camel-quartz,"Quartz endpoint generates an error which is not serialisable (java.io.NotSerializableException: org.apache.camel.component.quartz.QuartzEndpoint)


43java.lang.RuntimeException: org.apache.camel.component.quartz.QuartzEndpoint
	at org.apache.activemq.command.ActiveMQObjectMessage.storeContent(ActiveMQObjectMessage.java:104)
	at org.apache.activemq.command.ActiveMQObjectMessage.setObject(ActiveMQObjectMessage.java:155)
	at org.apache.activemq.ActiveMQSession.createObjectMessage(ActiveMQSession.java:317)
	at org.apache.activemq.pool.PooledSession.createObjectMessage(PooledSession.java:149)
	at org.apache.camel.component.jms.JmsBinding.createJmsMessage(JmsBinding.java:273)
	at org.apache.camel.component.jms.JmsBinding.makeJmsMessage(JmsBinding.java:139)
	at org.apache.camel.component.jms.JmsProducer$2.createMessage(JmsProducer.java:229)
	at org.springframework.jms.core.JmsTemplate.doSend(JmsTemplate.java:570)
	at org.springframework.jms.core.JmsTemplate$4.doInJms(JmsTemplate.java:551)
	at org.springframework.jms.core.JmsTemplate.execute(JmsTemplate.java:471)
	at org.springframework.jms.core.JmsTemplate.send(JmsTemplate.java:548)
	at org.apache.camel.component.jms.JmsProducer.process(JmsProducer.java:227)
	at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:61)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.processor.ChoiceProcessor.process(ChoiceProcessor.java:55)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:69)
	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:155)
	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:91)
	at org.apache.camel.processor.Pipeline.process(Pipeline.java:101)
	at org.apache.camel.processor.Pipeline.process(Pipeline.java:85)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:57)
	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge.process(AsyncProcessorTypeConverter.java:43)
	at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:52)
	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41)
	at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:66)
	at org.apache.camel.component.direct.DirectProducer.process(DirectProducer.java:47)
	at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:61)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.processor.MulticastProcessor.process(MulticastProcessor.java:185)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:69)
	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:155)
	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:91)
	at org.apache.camel.processor.Pipeline.process(Pipeline.java:101)
	at org.apache.camel.processor.Pipeline.process(Pipeline.java:85)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:57)
	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41)
	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50)
	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79)
	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:57)
	at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge.process(AsyncProcessorTypeConverter.java:43)
	at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:39)
	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41)
	at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:66)
	at org.apache.camel.processor.loadbalancer.QueueLoadBalancer.process(QueueLoadBalancer.java:41)
	at org.apache.camel.component.quartz.QuartzEndpoint.onJobExecute(QuartzEndpoint.java:117)
	at org.apache.camel.component.quartz.CamelJob.execute(CamelJob.java:32)
	at org.quartz.core.JobRunShell.run(JobRunShell.java:202)
	at org.quartz.simpl.SimpleThreadPool$WorkerThread.run(SimpleThreadPool.java:531)
Caused by: java.io.NotSerializableException: org.apache.camel.component.quartz.QuartzEndpoint
	at java.io.ObjectOutputStream.writeObject0(Unknown Source)
	at java.io.ObjectOutputStream.writeObject(Unknown Source)
	at java.util.HashMap.writeObject(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at java.io.ObjectStreamClass.invokeWriteObject(Unknown Source)
	at java.io.ObjectOutputStream.writeSerialData(Unknown Source)
	at java.io.ObjectOutputStream.writeOrdinaryObject(Unknown Source)
	at java.io.ObjectOutputStream.writeObject0(Unknown Source)
	at java.io.ObjectOutputStream.defaultWriteFields(Unknown Source)
	at java.io.ObjectOutputStream.writeSerialData(Unknown Source)
	at java.io.ObjectOutputStream.writeOrdinaryObject(Unknown Source)
	at java.io.ObjectOutputStream.writeObject0(Unknown Source)
	at java.io.ObjectOutputStream.defaultWriteFields(Unknown Source)
	at java.io.ObjectOutputStream.writeSerialData(Unknown Source)
	at java.io.ObjectOutputStream.writeOrdinaryObject(Unknown Source)
	at java.io.ObjectOutputStream.writeObject0(Unknown Source)
	at java.io.ObjectOutputStream.writeObject(Unknown Source)
	at org.apache.activemq.command.ActiveMQObjectMessage.storeContent(ActiveMQObjectMessage.java:98)
",Major,1.4.0,1.5.0,"",0,0,2008-08-06T14:46:15.000+0000,2008-10-24T08:00:22.000+0000,2008-08-07T06:57:39.000+0000,cmoulliard,Moulliard Charles,Europe/Berlin,,,,cmoulliard,Moulliard Charles,Europe/Berlin,camel
CAMEL-786,camel-hapi - HL7 component with MLLP protocol and dataformat,New Feature,Done,Fixed,"","Using the hapi API:
http://hl7api.sourceforge.net/

We can implement a new component for camel that handles HL7 for the health care industry where this protocol is widely used.
However as license stuff the component must be hosted at camel-extra where we have hibernate and other stuff.

",Major,"",1.5.0,"",0,0,2008-08-06T10:07:39.000+0000,2008-10-23T04:37:12.000+0000,2008-08-08T12:09:19.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-785,NPE happens when the JmsMessage's jmsMessage is null,Bug,Done,Fixed,camel-jms,"[aultMessageListenerContainer-1] DeadLetterChannel              ERROR Failed del
ivery for exchangeId: ID-TsingTao/51509-1217997092428/0-0. On delivery attempt:
5 caught: java.lang.NullPointerException
java.lang.NullPointerException
        at org.apache.camel.component.jms.JmsMessage.createMessageId(JmsMessage.
java:165)
        at org.apache.camel.impl.MessageSupport.getMessageId(MessageSupport.java
:127)
        at org.apache.camel.component.cxf.CxfMessage.copyFrom(CxfMessage.java:47
)
        at org.apache.camel.impl.DefaultExchange.safeCopy(DefaultExchange.java:9
9)
        at org.apache.camel.impl.DefaultExchange.copyFrom(DefaultExchange.java:8
2)
        at org.apache.camel.impl.DefaultEndpoint.createExchange(DefaultEndpoint.
java:145)
        at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:1
75)
        at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$Processor
ToAsyncProcessorBridge.process(AsyncProcessorTypeConverter.java:43)
        at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:7
5)
        at org.apache.camel.management.InstrumentationProcessor.process(Instrume
ntationProcessor.java:57)
        at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChanne
l.java:155)
        at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChanne
l.java:91)
        at org.apache.camel.processor.Pipeline.process(Pipeline.java:101)
        at org.apache.camel.processor.Pipeline.process(Pipeline.java:85)
        at org.apache.camel.management.InstrumentationProcessor.process(Instrume
ntationProcessor.java:57)
        at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProc
essor.java:39)
        at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelp
er.java:41)
        at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsy
ncProcessor.java:66)
        at org.apache.camel.component.jms.EndpointMessageListener.onMessage(Endp
ointMessageListener.java:68)
        at org.springframework.jms.listener.AbstractMessageListenerContainer.doI
nvokeListener(AbstractMessageListenerContainer.java:531)
        at org.springframework.jms.listener.AbstractMessageListenerContainer.inv
okeListener(AbstractMessageListenerContainer.java:466)
        at org.springframework.jms.listener.AbstractMessageListenerContainer.doE
xecuteListener(AbstractMessageListenerContainer.java:435)
        at org.springframework.jms.listener.AbstractPollingMessageListenerContai
ner.doReceiveAndExecute(AbstractPollingMessageListenerContainer.java:322)
        at org.springframework.jms.listener.AbstractPollingMessageListenerContai
ner.receiveAndExecute(AbstractPollingMessageListenerContainer.java:260)
        at org.springframework.jms.listener.DefaultMessageListenerContainer$Asyn
cMessageListenerInvoker.invokeListener(DefaultMessageListenerContainer.java:944)

        at org.springframework.jms.listener.DefaultMessageListenerContainer$Asyn
cMessageListenerInvoker.run(DefaultMessageListenerContainer.java:875)",Major,1.3.0;1.4.0,1.5.0,"",0,0,2008-08-06T04:33:58.000+0000,2009-02-16T05:51:49.000+0000,2008-08-06T06:53:20.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-784,Added an integration test for jms->cxf->jms routing,Test,Done,Fixed,tests,http://www.nabble.com/Jms-%3ECXF-%3EJms-routing-td18795982s22882.html#a18795982,Major,"",1.5.0,"",0,0,2008-08-06T04:23:51.000+0000,2009-02-16T05:51:49.000+0000,2008-08-07T10:23:35.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-783,camel-mina - better wiki documentation and INFO logging af socket acceptors,Improvement,Done,Fixed,camel-mina,"Wiki documentation needs some java dsl examples

Also the acceptors (listeners) should log at INFO level when its started up, instead of DEBUG level.",Minor,1.4.0,1.5.0,"",0,0,2008-08-05T13:23:46.000+0000,2008-10-23T04:37:12.000+0000,2008-08-06T05:46:59.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-782,Tracer incorrectly treats messages with InputStream as body,Bug,Done,Fixed,camel-core,"Suppose we have the following flow:

 from(""activemq:vasea"")
  .to(""cxf:bean:serviceEndpoint?dataFormat=MESSAGE"")
    .unmarshal().string()
  .to(""activemq:petea"");

In this flow cxf:bean:serviceEndpoint returns ByteArrayInputStream as body. Under normal conditions everything works fine: WS output gets to the queue.
But if we add:
getContext().addInterceptStrategy(new Tracer());
Queue starts receiving empty messages. After digging in the code I found out that tracer reads input stream in order to display body, but not resets it. Thus when message reaches unmarshaller, nothing could be read from the stream.
",Major,1.4.0,1.5.0,"",0,0,2008-08-05T11:41:44.000+0000,2009-02-16T05:51:49.000+0000,2008-08-27T07:44:38.000+0000,lordorient,Gena Ganebnyi,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,lordorient,Gena Ganebnyi,Etc/UTC,camel
CAMEL-781,"Add a new component to generate/print reports in PDF, HTML, Excel, ...  format using reporting tool like JasperReport / Eclipse BIRT",New Feature,Done,Won't Fix,"","Add a new component to generate/print reports in PDF, HTML, Excel, ...  format using reporting tool like JasperReport / Eclipse BIRT

",Major,1.5.0,"","",0,0,2008-08-05T06:49:55.000+0000,2010-02-07T09:54:15.000+0000,2009-10-27T20:17:42.000+0000,cmoulliard,Moulliard Charles,Europe/Berlin,,,,cmoulliard,Moulliard Charles,Europe/Berlin,camel
CAMEL-780,setFault() should be declared in org.apache.camel.Exchange,Bug,Done,Won't Fix,camel-core,"There ought to be a setFault() method declared in the org.apache.camel.Exchange interface. There doesn't seem to be any good reason to omit it, so I guess this is just an oversight.

Note: The lack of this method declaration is not very noticeable, because it _does_ get defined in DefaultExchange, which (so far) is used as the base class for all of the Exchange implementations in Camel. This is why I classified the bug as trivial.",Trivial,1.4.0,1.5.0,"",0,0,2008-08-04T14:48:36.000+0000,2009-02-16T05:51:49.000+0000,2008-09-19T20:28:33.000+0000,fbolton,Fintan Bolton,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,fbolton,Fintan Bolton,Etc/UTC,camel
CAMEL-779,support to configure the debugger dynamically,Improvement,Done,Fixed,camel-core,We should support enable or disable the debugger dynamically if the debugger is set to camel context.,Major,"",1.5.0,"",0,0,2008-08-04T04:37:46.000+0000,2009-02-16T05:51:49.000+0000,2008-08-15T07:52:17.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-778,New URI attribute to send HTML body,New Feature,Done,Fixed,camel-mail,"I propose a new URI attribute to allow to send html mail bodies, ""pretty emails"" in manager talk. Currently camel send only text body even with attachement.

I attached 2 patches to do. I tested it in my environment, but  I have not created unit tests yet (I'll do once I figure it out how). ",Major,1.5.0,1.5.0,"",0,0,2008-08-01T14:12:42.000+0000,2009-02-16T05:51:49.000+0000,2008-08-05T05:13:56.000+0000,magyardude,Bela Vizy,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,magyardude,Bela Vizy,Etc/UTC,camel
CAMEL-777,Allow '@' in usernames.,Bug,Done,Fixed,camel-mail,Many servers use 'username'@'servername' as a login name. Camel-mail doesn't allow this.,Major,1.4.0,1.5.0,"",0,0,2008-08-01T09:11:29.000+0000,2009-02-16T05:51:49.000+0000,2008-08-08T05:53:57.000+0000,avatah,Wojciech Durczynski,Etc/UTC,davsclaus,Claus Ibsen,Europe/Berlin,avatah,Wojciech Durczynski,Etc/UTC,camel
CAMEL-776,support to configure the trace dynamically,Improvement,Done,Fixed,camel-core,"Current trace and trace interceptor do not support to be configured when the camel context is started.
",Major,"",1.5.0,"",0,0,2008-08-01T08:38:35.000+0000,2009-02-16T05:51:49.000+0000,2008-08-08T06:33:25.000+0000,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-775,camel osgi DynamicImport-Package,Sub-task,Done,Not A Problem,camel-core;osgi,"See parent issue.


Thanks Claus. I hope this can help getting it resolved. Let me know if it is, even a snapshot will do very well for us.

Another question, is below ""DynamicImport-Package workaround"" supposed to be bug? Or it's just the way Camel needs to be configured on OSGi? If so it should be mentioned somewhere in the docs... not everybody knows that DynamicImport-Package even exists.. (even some OSGi programmers)

First of all, to even get this to ""work"" requires my own bundle to have this manifest:
DynamicImport-Package: org.apache.camel.*

Failing to do so will result in more classloading errors.",Major,1.4.0,1.6.0;2.0-M1,"",1,1,2008-08-01T06:30:37.000+0000,2009-10-24T11:16:12.000+0000,2009-01-20T17:56:01.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,,,,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-774,ResolverUtil under OSGi error: Could not search jar file '/org/apache/camel/converter',Bug,Done,Fixed,camel-core;camel-stream;osgi,"This is a sequel of CAMEL-577, which itself duplicated by CAMEL-558 and CAMEL-522. Probably related to CAMEL-636, CAMEL-693, and CAMEL-689.

First of all, to even get this to ""work"" requires my own bundle to have this manifest:
DynamicImport-Package: org.apache.camel.*

Failing to do so will result in more classloading errors.

Even so, it still fails with this:

[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Testing for class org.apache.camel.converter.jaxp.XmlConverter matches criteria [annotated with @Converter]
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Found class: class org.apache.camel.converter.jaxp.XmlConverter in classloader: BundleDelegatingClassLoader for [org.elfattah.shell (org.elfattah.shell)]
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Testing for class org.apache.camel.converter.stream.StreamCacheConverter$StreamSourceCache matches criteria [annotated with @Converter]
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Testing for class org.apache.camel.converter.stream.StreamCacheConverter$InputStreamCache matches criteria [annotated with @Converter]
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Searching for: annotated with @Converter in package: org/apache/camel/converter using classloader: org.eclipse.osgi.internal.baseadaptor.DefaultClassLoader
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - It's not an osgi bundle classloader
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Getting resource URL for package: org/apache/camel/converter with classloader: org.eclipse.osgi.internal.baseadaptor.DefaultClassLoader@1a5db4b
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - URL from classloader: bundleresource://20/org/apache/camel/converter
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Decoded urlPath: /org/apache/camel/converter
[SpringOsgiExtenderThread-2] TRACE org.apache.camel.util.ResolverUtil - Scanning for classes in [/org/apache/camel/converter] matching criteria: annotated with @Converter
[SpringOsgiExtenderThread-2] DEBUG org.apache.camel.util.ResolverUtil - Loading from jar: /org/apache/camel/converter
[SpringOsgiExtenderThread-2] ERROR org.apache.camel.util.ResolverUtil - Could not search jar file '/org/apache/camel/converter' for classes matching criteria: annotated with @Converter due to an IOException: /org/apache/camel/converter (No such file or directory)
java.io.FileNotFoundException: /org/apache/camel/converter (No such file or directory)
	at java.io.FileInputStream.open(Native Method)
	at java.io.FileInputStream.<init>(FileInputStream.java:106)
	at org.apache.camel.util.ResolverUtil.loadImplementationsInJar(ResolverUtil.java:476)
	at org.apache.camel.util.ResolverUtil.find(ResolverUtil.java:362)
	at org.apache.camel.util.ResolverUtil.find(ResolverUtil.java:277)
	at org.apache.camel.util.ResolverUtil.findAnnotated(ResolverUtil.java:253)
	at org.apache.camel.impl.converter.AnnotationTypeConverterLoader.load(AnnotationTypeConverterLoader.java:66)
	at org.apache.camel.impl.converter.DefaultTypeConverter.checkLoaded(DefaultTypeConverter.java:218)
	at org.apache.camel.impl.converter.DefaultTypeConverter.convertTo(DefaultTypeConverter.java:64)
	at org.apache.camel.util.IntrospectionSupport.convert(IntrospectionSupport.java:216)
	at org.apache.camel.util.IntrospectionSupport.setProperty(IntrospectionSupport.java:194)
	at org.apache.camel.util.IntrospectionSupport.setProperties(IntrospectionSupport.java:167)
	at org.apache.camel.impl.DefaultComponent.setProperties(DefaultComponent.java:187)
	at org.apache.camel.impl.DefaultComponent.createEndpoint(DefaultComponent.java:89)
	at org.apache.camel.impl.DefaultCamelContext.getEndpoint(DefaultCamelContext.java:270)
	at org.apache.camel.util.CamelContextHelper.getMandatoryEndpoint(CamelContextHelper.java:52)
	at org.apache.camel.model.RouteType.resolveEndpoint(RouteType.java:100)
	at org.apache.camel.impl.DefaultRouteContext.resolveEndpoint(DefaultRouteContext.java:102)
	at org.apache.camel.impl.DefaultRouteContext.resolveEndpoint(DefaultRouteContext.java:108)
	at org.apache.camel.model.FromType.resolveEndpoint(FromType.java:73)
	at org.apache.camel.impl.DefaultRouteContext.getEndpoint(DefaultRouteContext.java:77)
	at org.apache.camel.model.RouteType.addRoutes(RouteType.java:214)
	at org.apache.camel.model.RouteType.addRoutes(RouteType.java:90)
	at org.apache.camel.impl.DefaultCamelContext.startRouteDefinitions(DefaultCamelContext.java:537)
	at org.apache.camel.impl.DefaultCamelContext.doStart(DefaultCamelContext.java:529)
	at org.apache.camel.spring.SpringCamelContext.doStart(SpringCamelContext.java:149)
	at org.apache.camel.impl.ServiceSupport.start(ServiceSupport.java:47)
	at org.apache.camel.spring.SpringCamelContext.onApplicationEvent(SpringCamelContext.java:103)
	at org.springframework.context.event.SimpleApplicationEventMulticaster$1.run(SimpleApplicationEventMulticaster.java:78)
	at org.springframework.core.task.SyncTaskExecutor.execute(SyncTaskExecutor.java:49)
	at org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent(SimpleApplicationEventMulticaster.java:76)
	at org.springframework.context.support.AbstractApplicationContext.publishEvent(AbstractApplicationContext.java:275)
	at org.springframework.context.support.AbstractApplicationContext.finishRefresh(AbstractApplicationContext.java:737)
	at org.springframework.osgi.context.support.AbstractDelegatedExecutionApplicationContext.finishRefresh(AbstractDelegatedExecutionApplicationContext.java:306)
	at org.springframework.osgi.context.support.AbstractDelegatedExecutionApplicationContext.completeRefresh(AbstractDelegatedExecutionApplicationContext.java:279)
	at org.springframework.osgi.extender.internal.dependencies.startup.DependencyWaiterApplicationContextExecutor$CompleteRefreshTask.run(DependencyWaiterApplicationContextExecutor.java:145)
	at java.lang.Thread.run(Thread.java:619)
[SpringOsgiExtenderThread-2] DEBUG org.apache.camel.util.ResolverUtil - Found: [class org.apache.camel.converter.ObjectConverter, class org.apache.camel.converter.jaxp.DomConverter, class org.apache.camel.converter.IOConverter, class org.apache.camel.converter.jaxp.StaxConverter, class org.apache.camel.converter.jaxp.XmlConverter, class org.apache.camel.converter.stream.StreamCacheConverter, class org.apache.camel.converter.jaxp.StreamSourceConverter, class org.apache.camel.converter.NIOConverter, class org.apache.camel.converter.CollectionConverter, class org.apache.camel.converter.CamelConverter]

The project that demonstrates this error is open source, check it out here:
http://svn.assembla.com/svn/elfattah/trunk

do mvn install on elfattah-api and elfattah-shell

Then go to elfattah-shell and:

mvn pax:provision",Major,1.4.0,1.5.0,"",0,1,2008-07-31T20:39:19.000+0000,2009-02-16T05:51:48.000+0000,2008-08-04T12:14:27.000+0000,ceefour,Hendy Irawan,Asia/Jakarta,davsclaus,Claus Ibsen,Europe/Berlin,ceefour,Hendy Irawan,Asia/Jakarta,camel
